"OID","Country or Area","Year","Description","Magnitude","Value"
"31491F..ZF...","ARUBA","1995","GOVERNMENT CONSUMPTION EXPEND.","ARUBAN FLORINS","471530000"
"19391F.CZF...","AUSTRALIA","2009","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","223344000000"
"19391F.CZF...","AUSTRALIA","2008","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","209150000000"
"19391F.CZF...","AUSTRALIA","2007","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","192382000000"
"19391F.CZF...","AUSTRALIA","2006","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","179223000000"
"19391F.CZF...","AUSTRALIA","2005","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","165429000000"
"19391F.CZF...","AUSTRALIA","2004","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","154773000000"
"19391F.CZF...","AUSTRALIA","2003","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","145151000000"
"19391F.CZF...","AUSTRALIA","2002","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","135388000000"
"19391F.CZF...","AUSTRALIA","2001","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","128178000000"
"19391F.CZF...","AUSTRALIA","2000","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","120976000000"
"19391F.CZF...","AUSTRALIA","1999","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","112695000000"
"19391F.CZF...","AUSTRALIA","1998","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","105276000000"
"19391F.CZF...","AUSTRALIA","1997","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","99938000000"
"19391F.CZF...","AUSTRALIA","1996","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","95841000000"
"19391F.CZF...","AUSTRALIA","1995","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","90928000000"
"19391F.CZF...","AUSTRALIA","1994","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","86380000000"
"19391F.CZF...","AUSTRALIA","1993","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","83927000000"
"19391F.CZF...","AUSTRALIA","1992","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","80783000000"
"19391F.CZF...","AUSTRALIA","1991","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","78042000000"
"19391F.CZF...","AUSTRALIA","1990","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","72740000000"
"19391F.CZF...","AUSTRALIA","1989","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","66185000000"
"19391F.CZF...","AUSTRALIA","1988","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","60625000000"
"19391F.CZF...","AUSTRALIA","1987","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","55251000000"
"19391F.CZF...","AUSTRALIA","1986","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","51644000000"
"19391F.CZF...","AUSTRALIA","1985","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","46459000000"
"19391F.CZF...","AUSTRALIA","1984","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","41524000000"
"19391F.CZF...","AUSTRALIA","1983","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","36889000000"
"19391F.CZF...","AUSTRALIA","1982","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","32840000000"
"19391F.CZF...","AUSTRALIA","1981","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","28851000000"
"19391F.CZF...","AUSTRALIA","1980","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","24913000000"
"19391F.CZF...","AUSTRALIA","1979","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","21445000000"
"19391F.CZF...","AUSTRALIA","1978","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","19623000000"
"19391F.CZF...","AUSTRALIA","1977","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","17550000000"
"19391F.CZF...","AUSTRALIA","1976","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","15830000000"
"19391F.CZF...","AUSTRALIA","1975","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","13409000000"
"19391F.CZF...","AUSTRALIA","1974","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","10072000000"
"19391F.CZF...","AUSTRALIA","1973","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","7876000000"
"19391F.CZF...","AUSTRALIA","1972","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","6718000000"
"19391F.CZF...","AUSTRALIA","1971","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","5978000000"
"19391F.CZF...","AUSTRALIA","1970","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","5163000000"
"19391F.CZF...","AUSTRALIA","1969","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","4533000000"
"19391F.CZF...","AUSTRALIA","1968","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","4103000000"
"19391F.CZF...","AUSTRALIA","1967","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","3664000000"
"19391F.CZF...","AUSTRALIA","1966","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","3243000000"
"19391F.CZF...","AUSTRALIA","1965","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","2954000000"
"19391F.CZF...","AUSTRALIA","1964","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","2562000000"
"19391F.CZF...","AUSTRALIA","1963","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","2306000000"
"19391F.CZF...","AUSTRALIA","1962","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","2145000000"
"19391F.CZF...","AUSTRALIA","1961","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","2061000000"
"19391F.CZF...","AUSTRALIA","1960","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","1890000000"
"19391F.CZF...","AUSTRALIA","1959","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","1499000000"
"19391F.CZF...","AUSTRALIA","1958","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","1380000000"
"19391F.CZF...","AUSTRALIA","1957","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","1324000000"
"19391F.CZF...","AUSTRALIA","1956","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","1253000000"
"19391F.CZF...","AUSTRALIA","1955","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","1127000000"
"19391F.CZF...","AUSTRALIA","1954","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","1048000000"
"19391F.CZF...","AUSTRALIA","1953","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","1089000000"
"19391F.CZF...","AUSTRALIA","1952","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","940000000"
"19391F.CZF...","AUSTRALIA","1951","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","695000000"
"19391F.CZF...","AUSTRALIA","1950","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","512000000"
"19391F.CZF...","AUSTRALIA","1949","GOVERNMENT CONSUMPTION EXPEND. SA","AUSTRALIAN DOLLA","430000000"
"12291F..ZW...","AUSTRIA","2009","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","54987800000"
"12291F..ZW...","AUSTRIA","2008","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","51526800000"
"12291F..ZW...","AUSTRIA","2007","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","49447100000"
"12291F..ZW...","AUSTRIA","2006","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","47431700000"
"12291F..ZW...","AUSTRIA","2005","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","45135600000"
"12291F..ZW...","AUSTRIA","2004","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","43357600000"
"12291F..ZW...","AUSTRIA","2003","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","42106900000"
"12291F..ZW...","AUSTRIA","2002","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","40761700000"
"12291F..ZW...","AUSTRIA","2001","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","40118300000"
"12291F..ZW...","AUSTRIA","2000","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","39690800000"
"12291F..ZW...","AUSTRIA","1999","GOVT. CONSUMPTION EXPEND.(IN EUROS)","NATL CURRENCY","39084600000"
"12291F..ZF...","AUSTRIA","1998","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","508221000000"
"12291F..ZF...","AUSTRIA","1997","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","490997000000"
"12291F..ZF...","AUSTRIA","1996","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","505217000000"
"12291F..ZF...","AUSTRIA","1995","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","491451000000"
"12291F..ZF...","AUSTRIA","1994","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","459490000000"
"12291F..ZF...","AUSTRIA","1993","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","436110000000"
"12291F..ZF...","AUSTRIA","1992","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","407105000000"
"12291F..ZF...","AUSTRIA","1991","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","379035000000"
"12291F..ZF...","AUSTRIA","1990","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","350875000000"
"12291F..ZF...","AUSTRIA","1989","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","329982000000"
"12291F..ZF...","AUSTRIA","1988","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","312816000000"
"12291F..ZF...","AUSTRIA","1987","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","300791000000"
"12291F..ZF...","AUSTRIA","1986","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","289818000000"
"12291F..ZF...","AUSTRIA","1985","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","272041000000"
"12291F..ZF...","AUSTRIA","1984","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","255033000000"
"12291F..ZF...","AUSTRIA","1983","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","242376000000"
"12291F..ZF...","AUSTRIA","1982","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","227623000000"
"12291F..ZF...","AUSTRIA","1981","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","207520000000"
"12291F..ZF...","AUSTRIA","1980","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","190132000000"
"12291F..ZF...","AUSTRIA","1979","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","176953000000"
"12291F..ZF...","AUSTRIA","1978","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","162632000000"
"12291F..ZF...","AUSTRIA","1977","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","147950000000"
"12291F..ZF...","AUSTRIA","1976","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","135404000000"
"12291F..ZF...","AUSTRIA","1975","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","113060000000"
"12291F..ZF...","AUSTRIA","1974","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","97430000000"
"12291F..ZF...","AUSTRIA","1973","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","81920000000"
"12291F..ZF...","AUSTRIA","1972","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","70090000000"
"12291F..ZF...","AUSTRIA","1971","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","61980000000"
"12291F..ZF...","AUSTRIA","1970","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","55220000000"
"12291F..ZF...","AUSTRIA","1969","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","50480000000"
"12291F..ZF...","AUSTRIA","1968","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","45250000000"
"12291F..ZF...","AUSTRIA","1967","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","41570000000"
"12291F..ZF...","AUSTRIA","1966","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","36680000000"
"12291F..ZF...","AUSTRIA","1965","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","32940000000"
"12291F..ZF...","AUSTRIA","1964","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","30200000000"
"12291F..ZF...","AUSTRIA","1963","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","27233000000"
"12291F..ZF...","AUSTRIA","1962","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","24393000000"
"12291F..ZF...","AUSTRIA","1961","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","22414000000"
"12291F..ZF...","AUSTRIA","1960","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","20672000000"
"12291F..ZF...","AUSTRIA","1959","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","19430000000"
"12291F..ZF...","AUSTRIA","1958","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","18625000000"
"12291F..ZF...","AUSTRIA","1957","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","17741000000"
"12291F..ZF...","AUSTRIA","1956","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","14892000000"
"12291F..ZF...","AUSTRIA","1955","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","13249000000"
"12291F..ZF...","AUSTRIA","1954","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","12338000000"
"12291F..ZF...","AUSTRIA","1953","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","11345000000"
"12291F..ZF...","AUSTRIA","1952","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","10709000000"
"12291F..ZF...","AUSTRIA","1951","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","9057000000"
"12291F..ZF...","AUSTRIA","1950","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","6251000000"
"12291F..ZF...","AUSTRIA","1949","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","5046000000"
"12291F..ZF...","AUSTRIA","1948","GOVERNMENT CONSUMPTION EXPEND.","NATL CURRENCY","3923000000"
"91291F..ZF...","AZERBAIJAN, REP. OF","2007","GOVERNMENT CONSUMPTION EXPEND.","MANAT","1750900000"
"91291F..ZF...","AZERBAIJAN, REP. OF","2006","GOVERNMENT CONSUMPTION EXPEND.","MANAT","1600900000"
"91291F..ZF...","AZERBAIJAN, REP. OF","2005","GOVERNMENT CONSUMPTION EXPEND.","MANAT","1305100000"
"91291F..ZF...","AZERBAIJAN, REP. OF","2004","GOVERNMENT CONSUMPTION EXPEND.","MANAT","1100400000"
"91291F..ZF...","AZERBAIJAN, REP. OF","2003","GOVERNMENT CONSUMPTION EXPEND.","MANAT","885340000"
"91291F..ZF...","AZERBAIJAN, REP. OF","2002","GOVERNMENT CONSUMPTION EXPEND.","MANAT","751980000"
"91291F..ZF...","AZERBAIJAN, REP. OF","2001","GOVERNMENT CONSUMPTION EXPEND.","MANAT","291660000"
"91291F..ZF...","AZERBAIJAN, REP. OF","2000","GOVERNMENT CONSUMPTION EXPEND.","MANAT","280360000"
"91291F..ZF...","AZERBAIJAN, REP. OF","1999","GOVERNMENT CONSUMPTION EXPEND.","MANAT","279200000"
"91291F..ZF...","AZERBAIJAN, REP. OF","1998","GOVERNMENT CONSUMPTION EXPEND.","MANAT","258920000"
"91291F..ZF...","AZERBAIJAN, REP. OF","1997","GOVERNMENT CONSUMPTION EXPEND.","MANAT","201780000"
"91291F..ZF...","AZERBAIJAN, REP. OF","1996","GOVERNMENT CONSUMPTION EXPEND.","MANAT","210660000"
"91291F..ZF...","AZERBAIJAN, REP. OF","1995","GOVERNMENT CONSUMPTION EXPEND.","MANAT","177400000"
"31391F..ZF...","BAHAMAS, THE","2008","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","1035650000"
"31391F..ZF...","BAHAMAS, THE","2007","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","976052000"
"31391F..ZF...","BAHAMAS, THE","2006","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","947623000"
"31391F..ZF...","BAHAMAS, THE","2005","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","873201000"
"31391F..ZF...","BAHAMAS, THE","2004","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","826284000"
"31391F..ZF...","BAHAMAS, THE","2003","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","785003000"
"31391F..ZF...","BAHAMAS, THE","2002","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","770385000"
"31391F..ZF...","BAHAMAS, THE","2001","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","730395000"
"31391F..ZF...","BAHAMAS, THE","2000","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","680380000"
"31391F..ZF...","BAHAMAS, THE","1999","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","642259000"
"31391F..ZF...","BAHAMAS, THE","1998","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","592398000"
"31391F..ZF...","BAHAMAS, THE","1997","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","578477000"
"31391F..ZF...","BAHAMAS, THE","1996","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","516870000"
"31391F..ZF...","BAHAMAS, THE","1995","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","483860000"
"31391F..ZF...","BAHAMAS, THE","1994","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","511030000"
"31391F..ZF...","BAHAMAS, THE","1993","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","408440000"
"31391F..ZF...","BAHAMAS, THE","1992","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","434660000"
"31391F..ZF...","BAHAMAS, THE","1991","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","450890000"
"31391F..ZF...","BAHAMAS, THE","1990","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","413820000"
"31391F..ZF...","BAHAMAS, THE","1989","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","423110000"
"31391F..ZF...","BAHAMAS, THE","1988","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","370100000"
"31391F..ZF...","BAHAMAS, THE","1987","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","333800000"
"31391F..ZF...","BAHAMAS, THE","1986","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","306300000"
"31391F..ZF...","BAHAMAS, THE","1985","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","294400000"
"31391F..ZF...","BAHAMAS, THE","1984","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","267600000"
"31391F..ZF...","BAHAMAS, THE","1983","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","250600000"
"31391F..ZF...","BAHAMAS, THE","1982","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","218800000"
"31391F..ZF...","BAHAMAS, THE","1981","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","207300000"
"31391F..ZF...","BAHAMAS, THE","1980","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","173300000"
"31391F..ZF...","BAHAMAS, THE","1979","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","147200000"
"31391F..ZF...","BAHAMAS, THE","1978","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","128400000"
"31391F..ZF...","BAHAMAS, THE","1977","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","109300000"
"31391F..ZF...","BAHAMAS, THE","1976","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","107000000"
"31391F..ZF...","BAHAMAS, THE","1975","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","86900000"
"31391F..ZF...","BAHAMAS, THE","1974","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","85800000"
"31391F..ZF...","BAHAMAS, THE","1973","GOVERNMENT CONSUMPTION EXPEND.","BAHAMIAN DOLLARS","76800000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","2008","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","1108940000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","2007","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","979100000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","2006","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","847010000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","2005","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","796150000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","2004","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","707370000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","2003","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","663980000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","2002","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","588720000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","2001","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","550620000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","2000","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","526000000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1999","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","518200000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1998","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","482810000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1997","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","465110000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1996","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","464340000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1995","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","458530000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1994","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","440030000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1993","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","435530000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1992","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","426190000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1991","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","406000000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1990","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","385100000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1989","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","356600000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1988","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","339200000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1987","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","310100000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1986","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","312390000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1985","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","312810000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1984","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","302220000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1983","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","254490000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1982","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","233290000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1981","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","188640000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1980","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","150850000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1979","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","152100000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1978","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","132300000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1977","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","111100000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1976","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","85200000"
"41991F..ZF...","BAHRAIN, KINGDOM OF","1975","GOVERNMENT CONSUMPTION EXPEND.","BAHRAIN DINARS","64600000"
"51391F..ZF...","BANGLADESH","2005","GOVERNMENT CONSUMPTION EXPEND.","TAKA","207190000000"
"51391F..ZF...","BANGLADESH","2004","GOVERNMENT CONSUMPTION EXPEND.","TAKA","184070000000"
"51391F..ZF...","BANGLADESH","2003","GOVERNMENT CONSUMPTION EXPEND.","TAKA","160710000000"
"51391F..ZF...","BANGLADESH","2002","GOVERNMENT CONSUMPTION EXPEND.","TAKA","136640000000"
"51391F..ZF...","BANGLADESH","2001","GOVERNMENT CONSUMPTION EXPEND.","TAKA","114250000000"
"51391F..ZF...","BANGLADESH","2000","GOVERNMENT CONSUMPTION EXPEND.","TAKA","108390000000"
"51391F..ZF...","BANGLADESH","1999","GOVERNMENT CONSUMPTION EXPEND.","TAKA","100830000000"
